c TIGER/Line graph USA-road-d.NY
a 1 727 189
a 1 732 702
a 1 733 675
a 1 741 926
a 1 743 954
a 1 746 278
a 1 747 879
a 1 751 686
a 1 756 769
a 1 762 224
a 1 766 240
a 1 769 914
a 1 774 457
a 1 775 374
a 1 778 438
a 1 785 592
a 1 787 897
a 1 789 831
a 1 790 17
a 1 791 253
a 1 796 764
a 1 803 721
a 1 806 57
a 1 814 263
a 1 826 63
a 1 832 234
a 1 837 673
a 1 838 99
a 1 844 194
a 1 853 505
a 1 855 866
a 1 862 382
a 1 865 206
a 1 869 892
a 1 870 307
a 1 878 511
a 1 883 521
a 1 886 537
a 1 891 549
a 1 903 289
a 1 904 113
a 1 908 788
a 1 916 554
a 1 921 569
a 1 925 161
a 1 931 991
a 1 934 160
a 1 943 409
a 1 952 174
a 1 953 528
a 1 954 662
a 1 956 289
a 1 958 248
a 1 960 70
a 1 963 551
a 1 967 663
a 1 972 655
a 1 974 576
a 1 978 761
a 1 999 849
a 2 4 432
a 2 6 978
a 2 24 582
a 2 25 637
a 2 36 222
a 2 39 241
a 2 44 500
a 2 53 742
a 2 58 129
a 2 59 48
a 2 64 383
a 2 65 241
a 2 69 187
a 2 70 936
a 2 74 161
a 2 76 700
a 2 82 279
a 2 83 321
a 2 88 108
a 2 97 452
a 2 98 848
a 2 100 121
a 2 101 740
a 2 114 448
a 2 122 190
a 2 134 643
a 2 144 110
a 2 155 197
a 2 166 570
a 2 170 870
a 2 175 397
a 2 176 1
a 2 177 199
a 2 188 978
a 2 193 637
a 2 194 420
a 2 198 570
a 2 201 488
a 2 203 514
a 2 211 699
a 2 212 887
a 2 216 896
a 2 222 291
a 2 224 74
a 2 225 831
a 2 228 452
a 2 231 773
a 2 233 109
a 2 235 772
a 2 237 232
a 2 243 560
a 2 260 971
a 2 262 353
a 2 275 652
a 2 286 418
a 2 288 894
a 2 292 646
a 2 311 527
a 2 313 90
a 2 317 215
a 2 320 748
a 2 321 486
a 2 322 215
a 2 323 299
a 2 328 816
a 2 329 203
a 2 330 70
a 2 334 385
a 2 338 43
a 2 339 583
a 2 343 83
a 2 345 929
a 2 347 478
a 2 348 374
a 2 354 354
a 2 361 309
a 2 364 177
a 2 367 478
a 2 370 769
a 2 373 948
a 2 375 710
a 2 376 681
a 2 378 270
a 2 379 62
a 2 381 332
a 2 386 40
a 2 392 307
a 2 393 329
a 2 395 918
a 2 398 397
a 2 400 543
a 2 401 18
a 2 402 234
a 2 406 757
a 2 407 668
a 2 408 49
a 2 409 311
a 2 410 737
a 2 412 434
a 2 413 353
a 2 419 320
a 2 420 868
a 2 426 634
a 2 429 797
a 2 432 593
a 2 435 987
a 2 438 457
a 2 441 769
a 2 442 817
a 2 444 226
a 2 456 68
a 2 460 526
a 2 461 906
a 2 463 690
a 2 465 939
a 2 466 589
a 2 469 81
a 2 472 245
a 2 475 917
a 2 476 350
a 2 493 993
a 2 495 811
a 2 496 367
a 2 498 227
a 2 508 567
a 2 512 34
a 2 525 275
a 2 536 229
a 2 537 771
a 2 539 60
a 2 548 582
a 2 553 442
a 2 556 280
a 2 561 215
a 2 563 590
a 2 570 224
a 2 571 553
a 2 581 399
a 2 583 345
a 2 584 369
a 2 587 976
a 2 596 764
a 2 597 246
a 2 598 881
a 2 601 453
a 2 603 184
a 2 605 821
a 2 608 885
a 2 610 781
a 2 616 89
a 2 626 235
a 2 629 773
a 2 630 899
a 2 631 953
a 2 634 351
a 2 638 817
a 2 640 339
a 2 641 626
a 2 649 45
a 2 651 461
a 2 661 37
a 2 662 626
a 2 666 902
a 2 667 668
a 2 674 192
a 2 680 843
a 2 685 892
a 2 686 97
a 2 693 241
a 2 694 236
a 2 696 465
a 2 697 216
a 2 712 351
a 2 713 63
a 2 714 448
a 2 717 156
a 2 719 246
a 2 720 268
a 2 721 40
a 2 723 378
a 2 724 708
a 2 735 274
a 2 736 503
a 2 747 606
a 2 750 579
a 2 770 853
a 2 786 422
a 2 790 917
a 2 798 830
a 2 799 467
a 2 800 377
a 2 803 867
a 2 807 444
a 2 810 630
a 2 820 534
a 2 824 988
a 2 829 472
a 2 831 777
a 2 832 84
a 2 834 713
a 2 845 364
a 2 864 548
a 2 871 928
a 2 873 715
a 2 874 610
a 2 876 728
a 2 878 870
a 2 886 208
a 2 888 995
a 2 893 909
a 2 895 937
a 2 917 55
a 2 921 535
a 2 924 439
a 2 931 660
a 2 933 465
a 2 934 292
a 2 935 82
a 2 949 381
a 2 951 121
a 2 957 900
a 2 963 109
a 2 970 339
a 2 981 695
a 2 987 90
a 2 989 225
a 2 997 682
a 2 998 913
a 3 9 1
a 3 12 765
a 3 16 625
a 3 17 365
a 3 18 665
a 3 21 905
a 3 23 431
a 3 39 626
a 3 41 984
a 3 45 300
a 3 48 185
a 3 54 978
a 3 58 560
a 3 60 122
a 3 65 32
a 3 66 446
a 3 71 560
a 3 81 44
a 3 83 910
a 3 87 203
a 3 97 477
a 3 99 642
a 3 111 676
a 3 113 728
a 3 122 102
a 3 125 366
a 3 128 422
a 3 133 191
a 3 134 590
a 3 157 104
a 3 174 104
a 3 179 591
a 3 180 220
a 3 182 80
a 3 189 307
a 3 190 884
a 3 195 336
a 3 197 737
a 3 198 510
a 3 202 319
a 3 204 388
a 3 205 694
a 3 212 649
a 3 215 947
a 3 216 167
a 3 220 32
a 3 222 393
a 3 227 79
a 3 233 75
a 3 234 654
a 3 236 281
a 3 238 903
a 3 249 296
a 3 252 308
a 3 254 630
a 3 265 397
a 3 272 674
a 3 279 52
a 3 281 940
a 3 288 263
a 3 289 507
a 3 294 395
a 3 308 205
a 3 311 726
a 3 313 826
a 3 327 511
a 3 328 962
a 3 329 162
a 3 337 599
a 3 350 471
a 3 352 832
a 3 355 986
a 3 362 516
a 3 367 832
a 3 369 285
a 3 393 683
a 3 395 864
a 3 398 29
a 3 418 761
a 3 423 290
a 3 424 682
a 3 426 393
a 3 430 545
a 3 436 977
a 3 437 53
a 3 462 174
a 3 464 726
a 3 466 726
a 3 470 577
a 3 471 17
a 3 472 340
a 3 473 83
a 3 474 411
a 3 478 897
a 3 487 161
a 3 488 236
a 3 509 759
a 3 512 122
a 3 515 749
a 3 517 358
a 3 520 592
a 3 522 581
a 3 534 695
a 3 536 459
a 3 537 764
a 3 544 979
a 3 546 141
a 3 554 627
a 3 560 7
a 3 563 253
a 3 574 269
a 3 577 689
a 3 586 998
a 3 597 813
a 3 612 17
a 3 613 50
a 3 616 986
a 3 618 94
a 3 620 127
a 3 629 563
a 3 648 110
a 3 653 466
a 3 657 997
a 3 658 872
a 3 667 362
a 3 668 157
a 3 669 460
a 3 676 121
a 3 679 278
a 3 680 208
a 3 686 830
a 3 689 221
a 3 694 140
a 3 696 524
a 3 701 680
a 3 706 904
a 3 718 855
a 3 722 172
a 3 723 882
a 3 724 861
a 3 725 777
a 3 740 150
a 3 755 901
a 3 764 774
a 3 782 314
a 3 784 270
a 3 789 175
a 3 790 652
a 3 804 715
a 3 809 301
a 3 811 214
a 3 826 177
a 3 846 118
a 3 847 562
a 3 849 48
a 3 862 832
a 3 863 71
a 3 868 507
a 3 869 304
a 3 873 348
a 3 890 67
a 3 895 133
a 3 905 921
a 3 907 206
a 3 910 8
a 3 925 952
a 3 928 461
a 3 929 862
a 3 930 475
a 3 960 343
a 3 962 75
a 3 964 251
a 3 968 844
a 3 970 327
a 3 972 24
a 3 974 158
a 3 976 948
a 3 977 550
a 3 981 809
a 3 985 663
a 3 990 850
a 3 993 374
a 3 994 839
a 4 8 968
a 4 17 287
a 4 20 238
a 4 23 799
a 4 30 357
a 4 31 745
a 4 37 102
a 4 38 57
a 4 50 163
a 4 55 586
a 4 57 977
a 4 59 720
a 4 62 593
a 4 73 280
a 4 78 181
a 4 81 807
a 4 82 754
a 4 87 875
a 4 94 233
a 4 96 357
a 4 104 70
a 4 106 911
a 4 110 732
a 4 115 227
a 4 122 859
a 4 125 282
a 4 130 387
a 4 139 873
a 4 149 131
a 4 158 112
a 4 165 711
a 4 167 98
a 4 169 399
a 4 170 948
a 4 173 248
a 4 177 755
a 4 180 44
a 4 184 701
a 4 190 163
a 4 204 558
a 4 219 286
a 4 222 491
a 4 227 278
a 4 230 231
a 4 237 770
a 4 245 458
a 4 247 389
a 4 250 876
a 4 251 684
a 4 252 621
a 4 253 232
a 4 254 753
a 4 260 531
a 4 264 963
a 4 269 332
a 4 271 741
a 4 272 244
a 4 279 70
a 4 281 613
a 4 284 375
a 4 285 182
a 4 312 675
a 4 314 824
a 4 315 580
a 4 317 975
a 4 318 424
a 4 319 686
a 4 322 18
a 4 327 124
a 4 332 201
a 4 335 928
a 4 336 410
a 4 339 691
a 4 340 205
a 4 345 992
a 4 346 813
a 4 348 14
a 4 356 380
a 4 357 688
a 4 363 697
a 4 375 352
a 4 380 271
a 4 382 801
a 4 393 234
a 4 394 233
a 4 395 484
a 4 402 975
a 4 412 477
a 4 416 554
a 4 418 939
a 4 423 203
a 4 434 735
a 4 439 614
a 4 440 378
a 4 443 666
a 4 448 588
a 4 456 801
a 4 459 703
a 4 463 957
a 4 470 925
a 4 476 903
a 4 480 884
a 4 484 686
a 4 487 594
a 4 490 440
a 4 495 677
a 4 498 758
a 4 499 453
a 4 508 408
a 4 519 445
a 4 524 501
a 4 528 111
a 4 537 715
a 4 538 302
a 4 546 344
a 4 557 299
a 4 561 785
a 4 563 670
a 4 564 127
a 4 571 690
a 4 572 961
a 4 575 329
a 4 591 424
a 4 598 926
a 4 599 707
a 4 602 441
a 4 603 513
a 4 606 859
a 4 609 144
a 4 611 821
a 4 623 783
a 4 634 46
a 4 636 57
a 4 637 820
a 4 639 991
a 4 640 496
a 4 641 848
a 4 642 748
a 4 647 301
a 4 651 255
a 4 652 544
a 4 655 801
a 4 661 365
a 4 663 610
a 4 664 454
a 4 667 61
a 4 671 909
a 4 677 591
a 4 687 82
a 4 694 35
a 4 701 280
a 4 704 42
a 4 708 716
a 4 715 56
a 4 723 967
a 4 726 774
a 4 731 496
a 4 733 831
a 4 737 632
a 4 738 639
a 4 739 4
a 4 746 415
a 4 756 37
a 4 760 412
a 4 762 234
a 4 765 379
a 4 772 259
a 4 773 434
a 4 779 479
a 4 802 559
a 4 809 688
a 4 814 22
a 4 815 712
a 4 818 405
a 4 829 984
a 4 854 165
a 4 862 817
a 4 865 244
a 4 866 107
a 4 875 898
a 4 881 278
a 4 883 739
a 4 885 292
a 4 890 345
a 4 895 794
a 4 896 258
a 4 900 118
a 4 901 641
a 4 902 441
a 4 909 750
a 4 913 632
a 4 916 444
a 4 920 516
a 4 924 668
a 4 936 855
a 4 945 101
a 4 964 398
a 4 966 465
a 4 975 534
a 4 982 876
a 4 984 24
a 4 990 222
a 4 993 250
a 5 19 735
a 5 23 978
a 5 30 233
a 5 37 251
a 5 40 146
a 5 49 476
a 5 51 710
a 5 54 395
a 5 55 105
a 5 57 448
a 5 69 686
a 5 74 450
a 5 75 241
a 5 98 296
a 5 102 919
a 5 105 233
a 5 106 736
a 5 107 668
a 5 109 864
a 5 113 531
a 5 123 183
a 5 126 883
a 5 131 737
a 5 134 284
a 5 135 281
a 5 144 201
a 5 145 817
a 5 146 508
a 5 149 576
a 5 151 390
a 5 157 757
a 5 160 662
a 5 166 719
a 5 167 341
a 5 168 913
a 5 171 864
a 5 175 168
a 5 177 622
a 5 180 259
a 5 181 625
a 5 184 421
a 5 189 296
a 5 193 426
a 5 198 13
a 5 200 591
a 5 202 344
a 5 207 245
a 5 209 678
a 5 211 12
a 5 212 109
a 5 213 560
a 5 215 546
a 5 219 991
a 5 223 648
a 5 226 829
a 5 229 623
a 5 232 201
a 5 237 998
a 5 258 483
a 5 273 776
a 5 277 387
a 5 283 591
a 5 285 438
a 5 287 458
a 5 291 932
a 5 292 702
a 5 293 321
a 5 295 451
a 5 307 675
a 5 308 931
a 5 313 427
a 5 314 95
a 5 318 227
a 5 327 852
a 5 328 107
a 5 332 169
a 5 341 196
a 5 347 703
a 5 348 847
a 5 349 559
a 5 351 811
a 5 356 406
a 5 359 104
a 5 360 154
a 5 363 406
a 5 364 285
a 5 368 128
a 5 373 606
a 5 389 282
a 5 392 610
a 5 395 381
a 5 401 20
a 5 403 201
a 5 404 170
a 5 412 477
a 5 416 484
a 5 417 223
a 5 420 150
a 5 422 286
a 5 423 897
a 5 426 80
a 5 432 713
a 5 438 343
a 5 440 658
a 5 442 564
a 5 446 801
a 5 455 827
a 5 459 111
a 5 462 504
a 5 465 673
a 5 484 669
a 5 493 666
a 5 495 430
a 5 496 773
a 5 500 171
a 5 503 835
a 5 511 409
a 5 513 299
a 5 515 792
a 5 517 690
a 5 520 260
a 5 525 173
a 5 535 61
a 5 540 460
a 5 547 694
a 5 550 890
a 5 573 295
a 5 586 917
a 5 587 39
a 5 590 581
a 5 595 165
a 5 601 470
a 5 604 293
a 5 630 860
a 5 631 480
a 5 635 856
a 5 639 12
a 5 643 306
a 5 650 319
a 5 652 867
a 5 664 330
a 5 668 987
a 5 677 533
a 5 687 111
a 5 690 111
a 5 696 55
a 5 700 298
a 5 703 519
a 5 707 353
a 5 715 89
a 5 718 560
a 5 723 965
a 5 740 613
a 5 741 621
a 5 745 424
a 5 749 307
a 5 750 510
a 5 752 71
a 5 760 575
a 5 766 900
a 5 768 651
a 5 769 91
a 5 771 721
a 5 774 943
a 5 775 302
a 5 776 200
a 5 783 150
a 5 794 314
a 5 800 505
a 5 806 468
a 5 818 180
a 5 826 186
a 5 828 807
a 5 831 64
a 5 847 297
a 5 861 269
a 5 866 119
a 5 867 594
a 5 870 788
a 5 872 823
a 5 874 34
a 5 884 699
a 5 885 787
a 5 892 647
a 5 909 319
a 5 920 563
a 5 922 305
a 5 923 180
a 5 930 633
a 5 931 231
a 5 937 79
a 5 939 635
a 5 940 673
a 5 949 152
a 5 965 577
a 5 968 975
a 5 970 351
a 5 971 78
a 5 973 288
a 5 978 856
a 5 996 898
a 5 997 819
a 5 999 41
a 6 13 56
a 6 29 235
a 6 47 689
a 6 48 324
a 6 59 353
a 6 72 634
a 6 74 111
a 6 76 527
a 6 77 668
a 6 79 810
a 6 81 666
a 6 90 666
a 6 91 480
a 6 95 228
a 6 101 322
a 6 103 12
a 6 104 212
a 6 107 904
a 6 108 442
a 6 110 846
a 6 120 576
a 6 122 593
a 6 125 774
a 6 128 902
a 6 133 944
a 6 136 851
a 6 144 541
a 6 145 151
a 6 149 100
a 6 154 360
a 6 165 543
a 6 171 155
a 6 173 594
a 6 176 232
a 6 186 479
a 6 194 298
a 6 197 865
a 6 198 941
a 6 199 176
a 6 205 884
a 6 206 102
a 6 208 841
a 6 209 901
a 6 213 934
a 6 220 68
a 6 230 574
a 6 236 297
a 6 239 631
a 6 243 477
a 6 244 738
a 6 248 476
a 6 249 405
a 6 250 331
a 6 253 249
a 6 256 306
a 6 260 626
a 6 263 452
a 6 266 847
a 6 271 776
a 6 276 903
a 6 280 558
a 6 284 318
a 6 301 410
a 6 303 151
a 6 315 901
a 6 316 240
a 6 319 800
a 6 328 766
a 6 332 180
a 6 334 975
a 6 342 1
a 6 371 634
a 6 375 816
a 6 405 902
a 6 417 919
a 6 419 235
a 6 425 475
a 6 431 215
a 6 432 218
a 6 436 304
a 6 442 952
a 6 444 693
a 6 451 60
a 6 452 634
a 6 453 294
a 6 456 365
a 6 457 259
a 6 461 97
a 6 464 563
a 6 466 386
a 6 467 999
a 6 476 120
a 6 480 704
a 6 485 760
a 6 494 622
a 6 496 604
a 6 505 999
a 6 514 773
a 6 515 721
a 6 519 531
a 6 523 748
a 6 524 74
a 6 527 164
a 6 533 915
a 6 535 975
a 6 536 434
a 6 550 501
a 6 552 801
a 6 555 648
a 6 559 718
a 6 560 456
a 6 561 599
a 6 564 763
a 6 565 515
a 6 567 585
a 6 582 408
a 6 587 232
a 6 588 195
a 6 589 504
a 6 591 794
a 6 595 581
a 6 597 854
a 6 598 266
a 6 601 636
a 6 605 966
a 6 607 239
a 6 611 591
a 6 632 964
a 6 638 12
a 6 642 664
a 6 647 494
a 6 648 111
a 6 666 737
a 6 675 9
a 6 680 377
a 6 686 63
a 6 697 442
a 6 700 229
a 6 701 215
a 6 705 89
a 6 709 299
a 6 712 671
a 6 717 40
a 6 719 61
a 6 728 537
a 6 731 976
a 6 733 820
a 6 735 768
a 6 736 170
a 6 741 675
a 6 744 914
a 6 754 750
a 6 756 880
a 6 757 531
a 6 759 737
a 6 765 845
a 6 770 769
a 6 782 328
a 6 785 809
a 6 789 132
a 6 794 991
a 6 804 654
a 6 813 594
a 6 814 79
a 6 817 663
a 6 820 970
a 6 821 141
a 6 830 456
a 6 845 199
a 6 847 355
a 6 848 897
a 6 850 849
a 6 852 377
a 6 857 936
a 6 861 261
a 6 872 266
a 6 874 911
a 6 892 80
a 6 896 33
a 6 898 432
a 6 905 754
a 6 913 298
a 6 922 182
a 6 924 633
a 6 945 828
a 6 949 270
a 6 951 830
a 6 961 949
a 6 966 597
a 6 967 990
a 6 970 432
a 6 971 939
a 6 972 643
a 6 974 26
a 6 978 17
a 6 980 657
a 6 986 347
a 6 994 509
a 6 995 113
a 6 1000 545
a 7 14 216
a 7 18 9
a 7 22 745
a 7 28 944
a 7 36 296
a 7 43 5
a 7 46 209
a 7 49 558
a 7 54 84
a 7 78 594
a 7 90 989
a 7 92 189
a 7 99 891
a 7 100 522
a 7 101 174
a 7 125 71
a 7 137 792
a 7 143 3
a 7 163 371
a 7 171 388
a 7 174 992
a 7 181 802
a 7 185 679
a 7 189 634
a 7 193 827
a 7 195 47
a 7 197 291
a 7 201 174
a 7 202 556
a 7 203 755
a 7 205 70
a 7 209 123
a 7 210 115
a 7 222 815
a 7 223 66
a 7 226 410
a 7 238 819
a 7 241 627
a 7 248 967
a 7 259 903
a 7 264 220
a 7 268 955
a 7 275 443
a 7 276 462
a 7 281 829
a 7 287 616
a 7 290 532
a 7 307 620
a 7 310 618
a 7 336 902
a 7 355 359
a 7 362 609
a 7 375 704
a 7 380 37
a 7 381 595
a 7 387 882
a 7 388 436
a 7 395 237
a 7 399 55
a 7 400 343
a 7 405 991
a 7 409 477
a 7 416 465
a 7 417 105
a 7 419 291
a 7 424 882
a 7 425 866
a 7 426 461
a 7 432 508
a 7 434 832
a 7 438 715
a 7 439 79
a 7 441 138
a 7 447 158
a 7 448 541
a 7 457 966
a 7 459 773
a 7 461 72
a 7 466 937
a 7 469 391
a 7 470 326
a 7 472 296
a 7 473 351
a 7 474 29
a 7 475 684
a 7 476 945
a 7 477 910
a 7 479 119
a 7 484 533
a 7 496 317
a 7 497 813
a 7 498 523
a 7 500 793
a 7 501 629
a 7 504 979
a 7 507 435
a 7 510 511
a 7 517 844
a 7 522 895
a 7 527 370
a 7 533 27
a 7 534 610
a 7 543 801
a 7 549 517
a 7 552 767
a 7 555 341
a 7 557 834
a 7 558 539
a 7 566 764
a 7 570 771
a 7 581 281
a 7 584 89
a 7 586 418
a 7 595 632
a 7 596 469
a 7 599 453
a 7 609 928
a 7 612 731
a 7 613 924
a 7 614 461
a 7 615 47
a 7 617 736
a 7 626 335
a 7 639 191
a 7 646 365
a 7 648 666
a 7 658 625
a 7 678 227
a 7 680 509
a 7 683 871
a 7 685 948
a 7 692 888
a 7 693 480
a 7 697 748
a 7 698 756
a 7 699 246
a 7 707 440
a 7 712 589
a 7 714 137
a 7 718 204
a 7 728 711
a 7 732 417
a 7 734 644
a 7 742 480
a 7 745 400
a 7 760 113
a 7 763 933
a 7 773 328
a 7 775 195
a 7 792 856
a 7 793 788
a 7 798 593
a 7 803 943
a 7 808 474
a 7 810 783
a 7 812 659
a 7 822 139
a 7 833 759
a 7 835 885
a 7 840 1000
a 7 842 629
a 7 843 185
a 7 847 239
a 7 848 461
a 7 850 932
a 7 852 994
a 7 867 706
a 7 868 372
a 7 876 934
a 7 885 194
a 7 889 927
a 7 893 645
a 7 894 611
a 7 895 570
a 7 897 476
a 7 899 10
a 7 913 34
a 7 916 408
a 7 919 689
a 7 926 228
a 7 927 615
a 7 929 828
a 7 930 820
a 7 933 910
a 7 934 302
a 7 935 954
a 7 947 568
a 7 957 792
a 7 960 64
a 7 977 805
a 7 987 791
a 7 992 693
a 7 999 989
a 7 1000 29
a 8 14 153
a 8 15 272
a 8 16 374
a 8 21 210
a 8 26 643
a 8 34 308
a 8 43 404
a 8 45 921
a 8 46 304
a 8 51 366
a 8 54 491
a 8 55 779
a 8 57 727
a 8 58 876
a 8 63 539
a 8 67 416
a 8 68 104
a 8 75 505
a 8 97 595
a 8 103 275
a 8 107 766
a 8 112 896
a 8 117 581
a 8 118 334
a 8 123 40
a 8 130 644
a 8 149 138
a 8 150 830
a 8 152 336
a 8 154 478
a 8 160 211
a 8 165 840
a 8 169 749
a 8 171 584
a 8 174 402
a 8 176 744
a 8 177 243
a 8 180 157
a 8 195 664
a 8 201 546
a 8 202 522
a 8 203 506
a 8 206 677
a 8 218 600
a 8 219 382
a 8 223 567
a 8 233 15
a 8 234 837
a 8 237 71
a 8 238 610
a 8 241 463
a 8 243 837
a 8 246 857
a 8 249 43
a 8 251 522
a 8 253 896
a 8 254 687
a 8 255 11
a 8 260 78
a 8 263 374
a 8 267 488
a 8 274 288
a 8 275 214
a 8 277 236
a 8 279 223
a 8 283 967
a 8 285 979
a 8 286 466
a 8 293 123
a 8 298 643
a 8 308 363
a 8 313 644
a 8 318 500
a 8 320 39
a 8 346 243
a 8 348 881
a 8 367 605
a 8 368 610
a 8 378 69
a 8 395 28
a 8 397 571
a 8 398 532
a 8 404 216
a 8 405 779
a 8 412 574
a 8 414 737
a 8 418 27
a 8 428 260
a 8 433 747
a 8 436 104
a 8 442 634
a 8 446 586
a 8 452 743
a 8 453 199
a 8 456 821
a 8 459 317
a 8 465 165
a 8 474 152
a 8 482 782
a 8 492 287
a 8 495 146
a 8 497 145
a 8 498 930
a 8 499 645
a 8 506 535
a 8 508 524
a 8 515 878
a 8 524 140
a 8 531 485
a 8 532 946
a 8 536 519
a 8 557 55
a 8 558 477
a 8 565 734
a 8 567 834
a 8 568 403
a 8 576 822
a 8 578 212
a 8 592 662
a 8 593 568
a 8 595 315
a 8 598 647
a 8 599 505
a 8 604 409
a 8 605 845
a 8 607 677
a 8 610 725
a 8 611 9
a 8 612 828
a 8 616 859
a 8 628 295
a 8 629 973
a 8 639 355
a 8 642 576
a 8 659 970
a 8 664 889
a 8 669 452
a 8 676 847
a 8 678 380
a 8 692 936
a 8 693 144
a 8 694 250
a 8 699 343
a 8 716 973
a 8 718 983
a 8 726 176
a 8 733 375
a 8 740 804
a 8 755 387
a 8 759 388
a 8 766 723
a 8 775 53
a 8 776 35
a 8 782 227
a 8 785 813
a 8 788 231
a 8 796 904
a 8 797 889
a 8 801 240
a 8 802 83
a 8 806 747
a 8 810 886
a 8 820 408
a 8 840 453
a 8 846 814
a 8 848 377
a 8 850 694
a 8 851 265
a 8 859 575
a 8 860 425
a 8 872 552
a 8 885 70
a 8 886 675
a 8 889 894
a 8 894 42
a 8 901 657
a 8 909 421
a 8 913 768
a 8 922 813
a 8 923 159
a 8 925 508
a 8 926 535
a 8 933 563
a 8 934 542
a 8 940 114
a 8 942 375
a 8 962 772
a 8 969 17
a 8 978 264
a 8 979 363
a 8 980 451
a 8 983 362
a 8 988 601
a 8 993 858
a 8 997 815
a 8 1000 414
a 9 14 234
a 9 22 860
a 9 32 30
a 9 41 160
a 9 42 284
a 9 46 581
a 9 61 230
a 9 64 958
a 9 65 827
a 9 74 623
a 9 75 967
a 9 90 247
a 9 94 743
a 9 99 779
a 9 103 406
a 9 106 250
a 9 108 665
a 9 118 968
a 9 121 143
a 9 126 778
a 9 128 695
a 9 130 266
a 9 137 146
a 9 148 958
a 9 150 629
a 9 163 597
a 9 168 671
a 9 171 229
a 9 176 454
a 9 183 485
a 9 192 994
a 9 193 40
a 9 196 696
a 9 198 23
a 9 199 551
a 9 202 980
a 9 205 955
a 9 210 132
a 9 213 289
a 9 216 781
a 9 220 107
a 9 225 255
a 9 228 380
a 9 232 849
a 9 234 385
a 9 239 785
a 9 240 450
a 9 246 50
a 9 248 104
a 9 251 592
a 9 253 827
a 9 254 798
a 9 264 209
a 9 269 973
a 9 282 107
a 9 285 189
a 9 301 921
a 9 306 778
a 9 308 417
a 9 323 726
a 9 329 614
a 9 332 762
a 9 344 765
a 9 356 310
a 9 361 784
a 9 362 668
a 9 369 641
a 9 370 91
a 9 374 799
a 9 377 929
a 9 383 871
a 9 396 905
a 9 410 536
a 9 413 250
a 9 417 105
a 9 421 920
a 9 423 386
a 9 435 554
a 9 436 969
a 9 451 842
a 9 455 497
a 9 459 148
a 9 465 991
a 9 466 58
a 9 476 120
a 9 477 98
a 9 488 246
a 9 490 392
a 9 495 227
a 9 499 15
a 9 503 117
a 9 504 840
a 9 506 776
a 9 508 882
a 9 522 501
a 9 524 912
a 9 528 549
a 9 534 141
a 9 537 2
a 9 541 699
a 9 547 422
a 9 552 224
a 9 555 604
a 9 556 957
a 9 559 826
a 9 562 60
a 9 570 876
a 9 575 563
a 9 578 966
a 9 584 845
a 9 587 404
a 9 590 814
a 9 595 992
a 9 603 395
a 9 605 871
a 9 606 463
a 9 609 844
a 9 611 117
a 9 622 206
a 9 623 70
a 9 626 131
a 9 631 322
a 9 633 261
a 9 634 258
a 9 637 555
a 9 640 762
a 9 645 169
a 9 669 455
a 9 670 254
a 9 671 522
a 9 672 154
a 9 675 675
