c TIGER/Line graph USA-road-d.NY
a 3 462 24
a 3 468 703
a 3 474 130
a 3 475 603
a 3 476 511
a 3 478 566
a 3 480 319
a 3 486 642
a 3 488 946
a 3 497 849
a 4 8 666
a 4 11 589
a 4 18 78
a 4 24 694
a 4 30 894
a 4 31 969
a 4 37 83
a 4 38 165
a 4 44 343
a 4 45 688
a 4 49 450
a 4 51 730
a 4 61 128
a 4 63 463
a 4 65 873
a 4 67 666
a 4 68 665
a 4 72 163
a 4 75 139
a 4 81 2
a 4 82 72
a 4 84 162
a 4 87 56
a 4 106 201
a 4 110 765
a 4 113 567
a 4 114 118
a 4 117 435
a 4 119 560
a 4 121 415
a 4 128 283
a 4 129 225
a 4 131 3
a 4 132 361
a 4 133 919
a 4 147 896
a 4 155 681
a 4 161 353
a 4 168 412
a 4 169 24
a 4 173 41
a 4 174 214
a 4 179 105
a 4 180 168
a 4 182 28
a 4 185 977
a 4 187 185
a 4 194 692
a 4 200 139
a 4 206 324
a 4 208 693
a 4 211 210
a 4 233 485
a 4 240 749
a 4 244 762
a 4 246 601
a 4 253 667
a 4 257 231
a 4 262 36
a 4 269 226
a 4 273 645
a 4 276 318
a 4 285 803
a 4 287 999
a 4 288 678
a 4 291 73
a 4 295 246
a 4 299 359
a 4 308 425
a 4 313 658
a 4 315 734
a 4 316 465
a 4 318 223
a 4 319 838
a 4 322 984
a 4 323 250
a 4 325 167
a 4 326 169
a 4 331 941
a 4 333 305
a 4 334 492
a 4 342 985
a 4 344 867
a 4 350 328
a 4 352 85
a 4 353 980
a 4 356 929
a 4 358 103
a 4 366 211
a 4 367 964
a 4 375 681
a 4 378 207
a 4 379 633
a 4 382 483
a 4 389 206
a 4 394 663
a 4 396 555
a 4 397 451
a 4 399 373
a 4 404 979
a 4 407 460
a 4 410 106
a 4 413 796
a 4 415 682
a 4 421 295
a 4 424 779
a 4 447 931
a 4 450 461
a 4 455 947
a 4 458 223
a 4 459 118
a 4 466 790
a 4 468 560
a 4 470 984
a 4 475 118
a 4 492 996
a 4 496 963
a 4 499 46
a 5 10 99
a 5 22 525
a 5 26 361
a 5 31 779
a 5 33 732
a 5 34 993
a 5 42 261
a 5 50 937
a 5 51 655
a 5 52 167
a 5 53 739
a 5 55 27
a 5 67 497
a 5 68 199
a 5 72 484
a 5 88 292
a 5 89 880
a 5 90 131
a 5 92 71
a 5 103 163
a 5 108 943
a 5 110 369
a 5 111 737
a 5 112 60
a 5 126 159
a 5 127 296
a 5 129 395
a 5 133 628
a 5 147 292
a 5 149 710
a 5 151 673
a 5 158 742
a 5 169 234
a 5 173 385
a 5 184 520
a 5 190 317
a 5 197 729
a 5 218 132
a 5 219 605
a 5 221 384
a 5 222 650
a 5 223 344
a 5 228 762
a 5 234 146
a 5 235 894
a 5 236 598
a 5 244 438
a 5 257 773
a 5 271 80
a 5 281 860
a 5 282 287
a 5 291 22
a 5 292 228
a 5 307 24
a 5 317 434
a 5 330 738
a 5 336 671
a 5 337 828
a 5 338 365
a 5 347 314
a 5 349 889
a 5 350 389
a 5 351 407
a 5 358 475
a 5 362 773
a 5 364 926
a 5 367 791
a 5 385 502
a 5 387 409
a 5 395 748
a 5 396 237
a 5 398 58
a 5 403 443
a 5 415 350
a 5 418 556
a 5 420 336
a 5 423 299
a 5 430 993
a 5 440 460
a 5 447 378
a 5 458 204
a 5 461 747
a 5 462 752
a 5 468 783
a 5 470 122
a 5 471 537
a 5 472 521
a 5 476 144
a 5 477 364
a 5 483 237
a 5 485 810
a 5 488 605
a 5 490 626
a 5 494 216
a 5 496 79
a 5 499 750
a 6 12 494
a 6 15 869
a 6 16 603
a 6 24 902
a 6 38 968
a 6 45 191
a 6 54 312
a 6 64 410
a 6 70 541
a 6 80 867
a 6 93 745
a 6 97 191
a 6 102 211
a 6 105 205
a 6 108 921
a 6 111 414
a 6 116 303
a 6 126 672
a 6 131 548
a 6 134 776
a 6 137 208
a 6 144 68
a 6 145 919
a 6 164 923
a 6 168 657
a 6 169 728
a 6 171 527
a 6 175 634
a 6 176 296
a 6 181 605
a 6 183 383
a 6 192 789
a 6 195 826
a 6 206 986
a 6 216 42
a 6 223 793
a 6 228 528
a 6 230 705
a 6 235 203
a 6 241 68
a 6 243 571
a 6 244 299
a 6 247 259
a 6 249 133
a 6 253 503
a 6 259 531
a 6 269 898
a 6 271 157
a 6 274 202
a 6 275 446
a 6 276 932
a 6 278 761
a 6 280 865
a 6 292 203
a 6 298 683
a 6 301 873
a 6 303 930
a 6 305 562
a 6 306 506
a 6 307 577
a 6 313 166
a 6 315 889
a 6 319 365
a 6 320 343
a 6 323 226
a 6 325 759
a 6 326 488
a 6 327 753
a 6 329 463
a 6 332 690
a 6 343 173
a 6 346 386
a 6 359 340
a 6 365 783
a 6 366 518
a 6 367 843
a 6 372 313
a 6 373 768
a 6 383 999
a 6 385 866
a 6 394 565
a 6 405 283
a 6 412 626
a 6 421 429
a 6 423 485
a 6 431 308
a 6 435 302
a 6 437 766
a 6 440 221
a 6 448 159
a 6 466 343
a 6 468 739
a 6 479 47
a 6 481 59
a 6 483 81
a 6 487 624
a 6 488 817
a 6 496 568
a 6 497 729
a 6 499 280
a 7 8 609
a 7 12 253
a 7 22 665
a 7 24 949
a 7 31 35
a 7 43 534
a 7 46 143
a 7 65 699
a 7 66 301
a 7 69 493
a 7 82 564
a 7 83 865
a 7 86 775
a 7 93 189
a 7 96 646
a 7 102 611
a 7 111 848
a 7 118 299
a 7 120 377
a 7 122 69
a 7 124 457
a 7 131 71
a 7 133 807
a 7 134 856
a 7 147 129
a 7 148 239
a 7 150 831
a 7 153 298
a 7 157 159
a 7 159 559
a 7 161 577
a 7 162 119
a 7 164 811
a 7 166 593
a 7 172 67
a 7 174 197
a 7 175 126
a 7 178 561
a 7 181 895
a 7 191 779
a 7 204 406
a 7 206 458
a 7 209 995
a 7 210 532
a 7 212 646
a 7 213 640
a 7 215 143
a 7 232 846
a 7 242 290
a 7 244 871
a 7 248 914
a 7 249 747
a 7 252 293
a 7 265 72
a 7 274 954
a 7 275 421
a 7 281 662
a 7 282 784
a 7 286 70
a 7 290 820
a 7 296 695
a 7 302 646
a 7 305 939
a 7 312 857
a 7 318 590
a 7 322 357
a 7 327 54
a 7 347 716
a 7 351 270
a 7 357 948
a 7 364 846
a 7 368 675
a 7 372 758
a 7 373 840
a 7 374 206
a 7 383 755
a 7 387 832
a 7 389 700
a 7 399 600
a 7 407 121
a 7 409 570
a 7 415 865
a 7 426 219
a 7 428 862
a 7 433 936
a 7 437 172
a 7 444 635
a 7 449 598
a 7 462 308
a 7 469 704
a 7 471 769
a 7 473 354
a 7 482 702
a 7 491 707
a 7 493 210
a 7 500 291
a 8 24 416
a 8 25 263
a 8 30 358
a 8 40 685
a 8 44 563
a 8 52 203
a 8 53 359
a 8 62 320
a 8 63 43
a 8 65 916
a 8 74 74
a 8 75 874
a 8 81 616
a 8 90 674
a 8 96 346
a 8 107 185
a 8 111 538
a 8 121 565
a 8 122 399
a 8 124 826
a 8 126 88
a 8 131 385
a 8 134 775
a 8 135 395
a 8 138 88
a 8 144 543
a 8 145 100
a 8 149 141
a 8 150 602
a 8 153 310
a 8 159 432
a 8 162 369
a 8 186 924
a 8 188 141
a 8 189 405
a 8 200 486
a 8 203 344
a 8 211 763
a 8 214 805
a 8 224 738
a 8 230 30
a 8 232 231
a 8 233 963
a 8 237 645
a 8 241 256
a 8 242 308
a 8 245 182
a 8 249 145
a 8 254 224
a 8 256 580
a 8 272 322
a 8 281 312
a 8 282 964
a 8 283 96
a 8 286 58
a 8 296 403
a 8 300 991
a 8 302 158
a 8 308 544
a 8 312 944
a 8 313 819
a 8 326 327
a 8 330 664
a 8 332 742
a 8 333 467
a 8 335 68
a 8 340 228
a 8 343 162
a 8 352 830
a 8 358 384
a 8 359 251
a 8 361 211
a 8 364 966
a 8 365 213
a 8 372 856
a 8 373 221
a 8 393 873
a 8 396 389
a 8 398 366
a 8 400 448
a 8 408 320
a 8 411 687
a 8 412 759
a 8 419 635
a 8 440 135
a 8 443 169
a 8 450 37
a 8 455 477
a 8 457 678
a 8 459 932
a 8 463 420
a 8 470 496
a 8 473 610
a 8 475 83
a 8 493 237
a 8 498 429
a 9 14 150
a 9 15 464
a 9 35 942
a 9 37 331
a 9 39 200
a 9 43 193
a 9 55 893
a 9 59 165
a 9 69 757
a 9 70 748
a 9 75 386
a 9 77 981
a 9 83 488
a 9 86 103
a 9 95 429
a 9 97 807
a 9 100 141
a 9 111 539
a 9 113 441
a 9 114 275
a 9 119 707
a 9 123 830
a 9 126 751
a 9 145 384
a 9 147 761
a 9 148 522
a 9 150 231
a 9 152 371
a 9 157 956
a 9 159 468
a 9 164 151
a 9 168 457
a 9 173 283
a 9 176 92
a 9 179 139
a 9 186 834
a 9 198 284
a 9 199 32
a 9 209 999
a 9 210 393
a 9 220 779
a 9 224 736
a 9 225 373
a 9 227 619
a 9 230 838
a 9 234 801
a 9 236 425
a 9 240 330
a 9 242 340
a 9 244 866
a 9 248 605
a 9 252 398
a 9 255 47
a 9 257 707
a 9 260 134
a 9 261 807
a 9 262 581
a 9 265 364
a 9 266 529
a 9 268 536
a 9 273 183
a 9 277 679
a 9 285 993
a 9 286 466
a 9 287 123
a 9 289 131
a 9 291 299
a 9 292 406
a 9 298 162
a 9 306 649
a 9 315 150
a 9 327 293
a 9 328 384
a 9 331 523
a 9 335 911
a 9 341 573
a 9 343 675
a 9 347 687
a 9 348 255
a 9 351 366
a 9 356 904
a 9 357 859
a 9 359 116
a 9 362 950
a 9 364 917
a 9 370 249
a 9 377 757
a 9 394 497
a 9 403 964
a 9 409 637
a 9 411 385
a 9 412 147
a 9 419 668
a 9 420 377
a 9 423 612
a 9 428 790
a 9 429 859
a 9 430 262
a 9 440 547
a 9 446 373
a 9 447 263
a 9 450 49
a 9 457 17
a 9 475 998
a 9 478 571
a 9 482 279
a 9 483 571
a 9 486 597
a 9 487 965
a 9 493 177
a 9 494 315
a 10 15 869
a 10 21 35
a 10 24 430
a 10 27 170
a 10 37 303
a 10 43 30
a 10 45 278
a 10 46 152
a 10 50 993
a 10 51 915
a 10 59 536
a 10 67 139
a 10 81 934
a 10 82 264
a 10 85 102
a 10 91 75
a 10 94 474
a 10 100 716
a 10 101 621
a 10 106 846
a 10 109 330
a 10 112 669
a 10 118 214
a 10 125 327
a 10 135 591
a 10 139 492
a 10 144 249
a 10 155 540
a 10 160 809
a 10 176 425
a 10 178 206
a 10 182 677
a 10 189 811
a 10 195 987
a 10 203 198
a 10 204 114
a 10 207 16
a 10 215 476
a 10 223 265
a 10 224 360
a 10 225 390
a 10 226 152
a 10 252 851
a 10 258 675
a 10 259 415
a 10 272 304
a 10 275 749
a 10 277 888
a 10 280 371
a 10 283 721
a 10 286 86
a 10 287 700
a 10 289 742
a 10 290 299
a 10 298 27
a 10 299 332
a 10 302 791
a 10 305 275
a 10 308 223
a 10 309 599
a 10 311 700
a 10 314 428
a 10 315 627
a 10 316 510
a 10 318 414
a 10 321 824
a 10 326 975
a 10 344 781
a 10 351 299
a 10 359 591
a 10 360 141
a 10 362 40
a 10 363 742
a 10 366 343
a 10 378 714
a 10 380 156
a 10 383 646
a 10 384 462
a 10 389 396
a 10 399 17
a 10 402 535
a 10 406 481
a 10 409 716
a 10 427 276
a 10 428 131
a 10 435 742
a 10 436 607
a 10 441 273
a 10 444 369
a 10 445 182
a 10 446 223
a 10 452 68
a 10 454 961
a 10 464 201
a 10 465 929
a 10 467 727
a 10 469 377
a 10 484 904
a 10 486 507
a 10 491 27
a 10 499 494
a 10 500 999
a 11 13 67
a 11 25 236
a 11 34 693
a 11 44 132
a 11 51 743
a 11 55 339
a 11 57 946
a 11 70 490
a 11 74 707
a 11 76 480
a 11 77 322
a 11 78 422
a 11 80 755
a 11 81 453
a 11 85 516
a 11 95 713
a 11 103 725
a 11 105 884
a 11 111 246
a 11 119 300
a 11 127 303
a 11 128 207
a 11 130 500
a 11 134 583
a 11 136 933
a 11 144 876
a 11 166 486
a 11 170 791
a 11 171 903
a 11 174 332
a 11 180 142
a 11 182 321
a 11 196 919
a 11 209 834
a 11 211 452
a 11 215 13
a 11 216 524
a 11 221 749
a 11 223 503
a 11 225 230
a 11 228 580
a 11 230 176
a 11 239 652
a 11 241 334
a 11 243 628
a 11 246 519
a 11 260 399
a 11 265 705
a 11 277 754
a 11 281 644
a 11 286 4
a 11 289 408
a 11 292 850
a 11 300 855
a 11 307 990
a 11 311 134
a 11 313 731
a 11 318 828
a 11 320 277
a 11 325 985
a 11 332 159
a 11 337 770
a 11 338 305
a 11 347 429
a 11 349 603
a 11 351 108
a 11 352 441
a 11 353 479
a 11 355 857
a 11 356 295
a 11 366 708
a 11 374 436
a 11 382 471
a 11 385 711
a 11 394 122
a 11 403 450
a 11 414 229
a 11 415 520
a 11 420 154
a 11 423 334
a 11 431 515
a 11 432 509
a 11 440 741
a 11 444 365
a 11 448 716
a 11 450 731
a 11 452 850
a 11 454 446
a 11 460 558
a 11 465 478
a 11 470 782
a 11 478 68
a 11 485 247
a 11 492 86
a 11 497 496
a 11 499 202
a 11 500 193
a 12 20 288
a 12 22 680
a 12 25 401
a 12 36 935
a 12 38 387
a 12 43 189
a 12 48 405
a 12 51 98
a 12 52 662
a 12 65 854
a 12 66 678
a 12 69 533
a 12 73 360
a 12 75 12
a 12 76 47
a 12 77 220
a 12 79 752
a 12 84 763
a 12 96 935
a 12 102 834
a 12 112 613
a 12 113 732
a 12 115 391
a 12 117 442
a 12 118 513
a 12 119 810
a 12 120 689
a 12 123 950
a 12 125 657
a 12 126 242
a 12 128 143
a 12 129 297
a 12 131 921
a 12 140 895
a 12 155 231
a 12 156 659
a 12 162 435
a 12 164 635
a 12 168 108
a 12 181 96
a 12 184 840
a 12 185 786
a 12 187 980
a 12 193 199
a 12 194 797
a 12 197 27
a 12 199 771
a 12 211 900
a 12 223 789
a 12 231 705
a 12 232 734
a 12 236 753
a 12 237 789
a 12 238 476
a 12 243 195
a 12 248 301
a 12 251 638
a 12 256 235
a 12 265 251
a 12 268 294
a 12 273 476
a 12 279 745
a 12 285 590
a 12 294 748
a 12 302 991
a 12 307 172
a 12 310 406
a 12 311 778
a 12 326 806
a 12 328 866
a 12 330 225
a 12 332 998
a 12 333 651
a 12 334 205
a 12 339 548
a 12 344 799
a 12 347 231
a 12 351 318
a 12 356 50
a 12 367 19
a 12 369 375
a 12 370 783
a 12 381 124
a 12 393 163
a 12 398 611
a 12 399 670
a 12 401 815
a 12 417 248
a 12 422 904
a 12 424 417
a 12 425 893
a 12 426 731
a 12 432 513
a 12 433 835
a 12 434 830
a 12 435 504
a 12 438 6
a 12 439 587
a 12 441 633
a 12 442 164
a 12 446 452
a 12 454 857
a 12 457 161
a 12 458 102
a 12 459 61
a 12 467 708
a 12 469 252
a 12 470 291
a 12 479 378
a 12 480 302
a 12 482 662
a 12 485 752
a 12 488 436
a 12 492 785
a 12 496 914
a 13 14 398
a 13 17 806
a 13 22 80
a 13 34 997
a 13 41 61
a 13 50 497
a 13 59 890
a 13 66 791
a 13 68 9
a 13 74 76
a 13 78 972
a 13 88 864
a 13 90 81
a 13 104 558
a 13 110 496
a 13 111 596
a 13 125 10
a 13 129 353
a 13 133 108
a 13 137 463
a 13 144 413
a 13 148 168
a 13 149 715
a 13 150 56
a 13 153 545
a 13 158 368
a 13 168 717
a 13 180 296
a 13 186 155
a 13 189 853
a 13 198 561
a 13 204 553
a 13 210 658
a 13 215 640
a 13 226 549
a 13 227 70
a 13 233 488
a 13 234 790
a 13 245 860
a 13 250 497
a 13 254 865
a 13 257 183
a 13 260 712
a 13 261 298
a 13 262 740
a 13 267 208
a 13 274 245
a 13 278 749
a 13 279 912
a 13 281 353
a 13 289 564
a 13 290 676
a 13 293 520
a 13 303 278
a 13 309 731
a 13 312 64
a 13 313 997
a 13 314 799
a 13 322 711
a 13 323 151
a 13 329 651
a 13 332 271
a 13 336 703
a 13 347 660
a 13 351 262
a 13 352 604
a 13 364 729
a 13 365 750
a 13 380 393
a 13 381 940
a 13 383 598
a 13 389 610
a 13 400 474
a 13 407 309
a 13 412 907
a 13 416 214
a 13 421 516
a 13 422 151
a 13 423 314
a 13 429 779
a 13 434 855
a 13 446 877
a 13 457 455
a 13 459 374
a 13 460 506
a 13 466 537
a 13 469 789
a 13 470 854
a 13 474 336
a 13 478 499
a 13 488 5
a 13 489 338
a 14 15 121
a 14 20 59
a 14 23 350
a 14 41 383
a 14 47 662
a 14 48 430
a 14 59 484
a 14 61 407
a 14 70 722
a 14 74 81
a 14 79 16
a 14 87 195
a 14 88 389
a 14 89 922
a 14 92 408
a 14 98 257
a 14 101 424
a 14 106 722
a 14 108 35
a 14 113 279
a 14 114 950
a 14 115 841
a 14 119 4
a 14 126 808
a 14 129 378
a 14 130 793
a 14 132 661
a 14 133 65
a 14 134 643
a 14 137 665
a 14 138 402
a 14 154 764
a 14 157 76
a 14 158 103
a 14 161 498
a 14 164 737
a 14 172 533
a 14 180 981
a 14 192 495
a 14 195 254
a 14 205 61
a 14 214 510
a 14 219 448
a 14 228 801
a 14 234 783
a 14 235 856
a 14 239 57
a 14 243 559
a 14 250 929
a 14 251 444
a 14 252 837
a 14 262 878
a 14 265 636
a 14 274 840
a 14 276 37
a 14 283 13
a 14 284 984
a 14 285 698
a 14 294 429
a 14 310 627
a 14 312 362
a 14 315 183
a 14 322 390
a 14 324 437
a 14 328 285
a 14 338 239
a 14 344 526
a 14 350 817
a 14 352 571
a 14 362 372
a 14 368 70
a 14 375 983
a 14 377 882
a 14 388 518
a 14 399 783
a 14 401 16
a 14 405 725
a 14 408 192
a 14 412 574
a 14 416 5
a 14 417 635
a 14 418 410
a 14 419 234
a 14 421 622
a 14 429 602
a 14 432 271
a 14 436 635
a 14 439 585
a 14 450 968
a 14 457 415
a 14 460 211
a 14 463 681
a 14 464 597
a 14 474 952
a 14 479 470
a 14 482 882
a 14 483 190
a 14 490 347
a 14 493 698
a 14 494 112
a 14 498 718
a 14 499 120
a 15 23 94
a 15 27 599
a 15 32 989
a 15 41 877
a 15 44 967
a 15 46 65
a 15 48 420
a 15 50 540
a 15 55 69
a 15 56 54
a 15 60 302
a 15 62 302
a 15 65 675
a 15 68 903
a 15 72 572
a 15 75 661
a 15 84 487
a 15 85 539
a 15 109 428
a 15 120 50
a 15 126 572
a 15 127 24
a 15 128 1
a 15 144 41
a 15 152 905
a 15 165 543
a 15 169 387
a 15 174 955
a 15 175 654
a 15 177 104
a 15 180 426
a 15 183 748
a 15 190 55
a 15 193 766
a 15 194 976
a 15 196 21
a 15 201 830
a 15 213 395
a 15 215 912
a 15 217 898
a 15 219 800
a 15 229 213
a 15 231 199
a 15 245 826
a 15 250 115
a 15 254 123
a 15 259 839
a 15 262 954
a 15 267 13
a 15 270 266
a 15 271 355
a 15 283 584
a 15 285 289
a 15 286 355
a 15 291 624
a 15 296 546
a 15 297 249
a 15 304 10
a 15 315 852
a 15 319 255
a 15 323 466
a 15 333 629
a 15 338 354
a 15 347 872
a 15 351 394
a 15 354 329
a 15 356 244
a 15 362 223
a 15 377 75
a 15 382 155
a 15 384 120
a 15 387 226
a 15 389 368
a 15 391 670
a 15 396 51
a 15 398 834
a 15 400 792
a 15 407 241
a 15 408 787
a 15 411 805
a 15 414 506
a 15 415 141
a 15 418 388
a 15 425 147
a 15 427 848
a 15 433 364
a 15 439 692
a 15 440 448
a 15 443 725
a 15 451 895
a 15 452 702
a 15 454 190
a 15 455 523
a 15 457 55
a 15 461 413
a 15 464 916
a 15 465 735
a 15 474 656
a 15 475 490
a 15 489 161
a 15 491 811
a 15 492 609
a 16 25 386
a 16 28 178
a 16 31 630
a 16 33 789
a 16 36 11
a 16 37 422
a 16 42 29
a 16 46 150
a 16 48 578
a 16 51 535
a 16 53 642
a 16 56 965
a 16 57 33
a 16 58 841
a 16 62 328
a 16 63 76
a 16 71 289
a 16 81 405
a 16 83 970
a 16 84 342
a 16 87 946
a 16 90 844
a 16 93 749
a 16 95 359
a 16 100 111
a 16 102 483
a 16 109 14
a 16 110 600
a 16 112 996
a 16 116 824
a 16 117 208
a 16 128 733
a 16 129 353
a 16 134 189
a 16 135 521
a 16 139 364
a 16 160 610
a 16 165 902
a 16 175 865
a 16 177 187
a 16 184 788
a 16 191 858
a 16 198 504
a 16 202 820
a 16 208 699
a 16 219 183
a 16 222 895
a 16 224 339
a 16 226 587
a 16 228 216
a 16 230 680
a 16 233 533
a 16 243 59
a 16 248 428
a 16 249 891
a 16 256 169
a 16 258 263
a 16 260 256
a 16 261 768
a 16 265 258
a 16 268 80
a 16 276 327
a 16 283 342
a 16 284 432
a 16 285 515
a 16 309 863
a 16 321 147
a 16 322 477
a 16 323 116
a 16 326 363
a 16 332 663
a 16 333 903
a 16 345 221
a 16 346 518
a 16 353 74
a 16 360 919
a 16 362 701
a 16 363 968
a 16 371 257
a 16 378 639
a 16 381 535
a 16 384 288
a 16 389 523
a 16 395 593
a 16 396 716
a 16 415 765
a 16 419 113
a 16 421 978
a 16 429 21
a 16 430 880
a 16 432 587
a 16 439 100
a 16 445 558
a 16 453 928
a 16 461 883
a 16 462 72
a 16 468 142
a 16 470 30
a 16 474 900
a 16 491 257
a 16 495 744
a 16 498 915
a 17 22 511
a 17 27 964
a 17 44 432
a 17 54 584
a 17 55 234
a 17 56 484
a 17 57 903
a 17 58 842
a 17 64 475
a 17 66 437
a 17 69 130
a 17 74 997
a 17 81 381
a 17 92 845
a 17 95 762
a 17 96 493
a 17 105 174
a 17 116 782
a 17 120 372
a 17 122 760
a 17 123 233
a 17 126 281
a 17 129 39
a 17 130 115
a 17 161 353
a 17 168 181
a 17 170 496
a 17 174 604
a 17 175 437
a 17 176 240
a 17 178 518
a 17 180 300
a 17 198 555
a 17 204 950
a 17 206 883
a 17 207 141
a 17 210 433
a 17 214 138
a 17 235 982
a 17 246 259
a 17 248 926
a 17 251 111
a 17 254 256
a 17 260 307
a 17 270 307
a 17 274 17
a 17 275 799
a 17 278 832
a 17 285 150
a 17 289 523
a 17 298 943
a 17 301 382
a 17 303 155
a 17 309 982
a 17 310 848
a 17 313 507
a 17 316 162
a 17 323 344
a 17 324 111
a 17 327 950
a 17 329 935
a 17 336 980
a 17 343 249
a 17 351 841
a 17 378 929
a 17 380 484
a 17 386 981
a 17 390 714
a 17 391 973
a 17 393 963
a 17 397 972
a 17 414 898
a 17 417 425
a 17 431 227
a 17 442 204
a 17 444 84
a 17 446 595
a 17 450 355
a 17 460 915
a 17 466 96
a 17 472 229
a 17 475 858
a 17 486 477
a 17 488 383
a 17 491 191
a 17 492 325
a 17 493 242
a 17 495 352
a 17 499 20
a 18 22 704
a 18 23 653
a 18 34 306
a 18 39 683
a 18 40 254
a 18 42 146
a 18 45 964
a 18 49 89
a 18 51 127
a 18 53 677
a 18 54 61
a 18 55 89
a 18 58 1000
a 18 66 310
a 18 77 865
a 18 80 579
a 18 88 866
a 18 99 948
a 18 105 525
a 18 107 220
a 18 108 215
a 18 117 621
a 18 122 800
a 18 123 72
a 18 125 97
a 18 130 534
a 18 137 614
a 18 140 773
a 18 155 127
a 18 166 317
a 18 170 792
a 18 174 830
a 18 176 969
a 18 206 97
a 18 208 865
a 18 209 574
a 18 216 595
a 18 217 828
a 18 222 14
a 18 226 721
a 18 234 856
a 18 235 74
